Country,Date,Cases
Taiwan,2020-02-04,11
Vietnam,2020-02-04,8
Russische Föderation,2020-02-04,2
Republik Moldau,2020-02-04,0
Bolivien,2020-02-04,0
Honduras,2020-02-04,0
Großbritannien,2020-02-04,2
Demokratische Republik Kongo,2020-02-04,0
Elfenbeinküste,2020-02-04,0
Jamaika,2020-02-04,0
Reunion,2020-02-04,0
Türkei,2020-02-04,0
Kuba,2020-02-04,0
Guyana,2020-02-04,0
Kasachstan,2020-02-04,0
Cayman Inseln,2020-02-04,0
Guadeloupe,2020-02-04,0
Äthiopien,2020-02-04,0
Sudan,2020-02-04,0
Guinea,2020-02-04,0
Aruba,2020-02-04,0
Kenia,2020-02-04,0
Antigua und Barbuda,2020-02-04,0
Uruguay,2020-02-04,0
Ghana,2020-02-04,0
Jersey,2020-02-04,0
Namibia,2020-02-04,0
Seychellen,2020-02-04,0
Trinidad und Tobago,2020-02-04,0
Venezuela,2020-02-04,0
Curacao,2020-02-04,0
Swasiland,2020-02-04,0
Gabun,2020-02-04,0
Guatemala,2020-02-04,0
Guernsey,2020-02-04,0
Mauretanien,2020-02-04,0
Ruanda,2020-02-04,0
Saint Lucia,2020-02-04,0
St. Vincent und die Grenadinen,2020-02-04,0
Surinam,2020-02-04,0
Palästina,2020-02-04,0
Kosovo,2020-02-04,0
Zentralafrikanische Republik,2020-02-04,0
Kongo,2020-02-04,0
Äquatorialguinea,2020-02-04,0
Usbekistan,2020-02-04,0
Thailand,2020-02-05,25
Japan,2020-02-05,22
Singapur,2020-02-05,28
Nepal,2020-02-05,1
Malaysia,2020-02-05,12
Kanada,2020-02-05,5
Australien,2020-02-05,13
Kambodscha,2020-02-05,1
Sri Lanka,2020-02-05,1
Deutschland,2020-02-05,12
Finnland,2020-02-05,1
Vereinigte Arabische Emirate,2020-02-05,5
Philippinen,2020-02-05,2
Indien,2020-02-05,3
Italien,2020-02-05,2
Schweden,2020-02-05,1
Spanien,2020-02-05,1
Belgien,2020-02-05,1
Ägypten,2020-02-05,0
Libanon,2020-02-05,0
Irak,2020-02-05,0
Oman,2020-02-05,0
Afghanistan,2020-02-05,0
Bahrain,2020-02-05,0
Kuwait,2020-02-05,0
Algerien,2020-02-05,0
Kroatien,2020-02-05,0
Schweiz,2020-02-05,0
Österreich,2020-02-05,0
Israel,2020-02-05,0
Pakistan,2020-02-05,0
Brasilien,2020-02-05,0
Georgien,2020-02-05,0
Griechenland,2020-02-05,0
Mazedonien,2020-02-05,0
Norwegen,2020-02-05,0
Rumänien,2020-02-05,0
Estland,2020-02-05,0
Niederlande,2020-02-05,0
San Marino,2020-02-05,0
Weißrussland,2020-02-05,0
Island,2020-02-05,0
Litauen,2020-02-05,0
Mexiko,2020-02-05,0
Neuseeland,2020-02-05,0
Nigeria,2020-02-05,0
Irland,2020-02-05,0
Luxemburg,2020-02-05,0
Monaco,2020-02-05,0
Katar,2020-02-05,0
Ecuador,2020-02-05,0
Aserbaidschan,2020-02-05,0
Armenien,2020-02-05,0
Dominikanische Republik,2020-02-05,0
Indonesien,2020-02-05,0
Portugal,2020-02-05,0
Andorra,2020-02-05,0
Lettland,2020-02-05,0
Marokko,2020-02-05,0
Saudi Arabien,2020-02-05,0
Senegal,2020-02-05,0
Argentinien,2020-02-05,0
Chile,2020-02-05,0
Jordanien,2020-02-05,0
Ukraine,2020-02-05,0
Ungarn,2020-02-05,0
Liechtenstein,2020-02-05,0
Polen,2020-02-05,0
Tunesien,2020-02-05,0
Bosnien und Herzegowina,2020-02-05,0
Slowenien,2020-02-05,0
Südafrika,2020-02-05,0
Bhutan,2020-02-05,0
Kamerun,2020-02-05,0
Kolumbien,2020-02-05,0
Costa Rica,2020-02-05,0
Peru,2020-02-05,0
Serbien,2020-02-05,0
Slowakei,2020-02-05,0
Togo,2020-02-05,0
Malta,2020-02-05,0
Martinique,2020-02-05,0
Bulgarien,2020-02-05,0
Malediven,2020-02-05,0
Bangladesch,2020-02-05,0
Paraguay,2020-02-05,0
Albanien,2020-02-05,0
Zypern,2020-02-05,0
Brunei Darussalam,2020-02-05,0
Vereinigte Staaten,2020-02-05,11
Burkina Faso,2020-02-05,0
Vatikanstaat,2020-02-05,0
Mongolei,2020-02-05,0
Panama,2020-02-05,0
China,2020-02-05,27440
Iran,2020-02-05,0
Südkorea,2020-02-05,19
Frankreich,2020-02-05,6
NA,2020-02-05,0
Dänemark,2020-02-05,0
Tschechische Republik,2020-02-05,0
Taiwan,2020-02-05,11
Vietnam,2020-02-05,8
Russische Föderation,2020-02-05,2
Republik Moldau,2020-02-05,0
Bolivien,2020-02-05,0
Honduras,2020-02-05,0
Großbritannien,2020-02-05,2
Demokratische Republik Kongo,2020-02-05,0
Elfenbeinküste,2020-02-05,0
Jamaika,2020-02-05,0
Reunion,2020-02-05,0
Türkei,2020-02-05,0
Kuba,2020-02-05,0
Guyana,2020-02-05,0
Kasachstan,2020-02-05,0
Cayman Inseln,2020-02-05,0
Guadeloupe,2020-02-05,0
Äthiopien,2020-02-05,0
Sudan,2020-02-05,0
Guinea,2020-02-05,0
Aruba,2020-02-05,0
Kenia,2020-02-05,0
Antigua und Barbuda,2020-02-05,0
Uruguay,2020-02-05,0
Ghana,2020-02-05,0
Jersey,2020-02-05,0
Namibia,2020-02-05,0
Seychellen,2020-02-05,0
Trinidad und Tobago,2020-02-05,0
Venezuela,2020-02-05,0
Curacao,2020-02-05,0
Swasiland,2020-02-05,0
Gabun,2020-02-05,0
Guatemala,2020-02-05,0
Guernsey,2020-02-05,0
Mauretanien,2020-02-05,0
Ruanda,2020-02-05,0
Saint Lucia,2020-02-05,0
St. Vincent und die Grenadinen,2020-02-05,0
Surinam,2020-02-05,0
Palästina,2020-02-05,0
Kosovo,2020-02-05,0
Zentralafrikanische Republik,2020-02-05,0
Kongo,2020-02-05,0
Äquatorialguinea,2020-02-05,0
Usbekistan,2020-02-05,0
Thailand,2020-02-06,25
Japan,2020-02-06,45
Singapur,2020-02-06,28
Nepal,2020-02-06,1
Malaysia,2020-02-06,12
Kanada,2020-02-06,5
Australien,2020-02-06,14
Kambodscha,2020-02-06,1
Sri Lanka,2020-02-06,1
Deutschland,2020-02-06,12
Finnland,2020-02-06,1
Vereinigte Arabische Emirate,2020-02-06,5
Philippinen,2020-02-06,2
Indien,2020-02-06,3
Italien,2020-02-06,2
Schweden,2020-02-06,1
Spanien,2020-02-06,1
Belgien,2020-02-06,1
Ägypten,2020-02-06,0
Libanon,2020-02-06,0
Irak,2020-02-06,0
Oman,2020-02-06,0
Afghanistan,2020-02-06,0
Bahrain,2020-02-06,0
Kuwait,2020-02-06,0
Algerien,2020-02-06,0
Kroatien,2020-02-06,0
Schweiz,2020-02-06,0
Österreich,2020-02-06,0
Israel,2020-02-06,0
Pakistan,2020-02-06,0
Brasilien,2020-02-06,0
Georgien,2020-02-06,0
Griechenland,2020-02-06,0
Mazedonien,2020-02-06,0
Norwegen,2020-02-06,0
Rumänien,2020-02-06,0
Estland,2020-02-06,0
Niederlande,2020-02-06,0
San Marino,2020-02-06,0
Weißrussland,2020-02-06,0
Island,2020-02-06,0
Litauen,2020-02-06,0
Mexiko,2020-02-06,0
Neuseeland,2020-02-06,0
Nigeria,2020-02-06,0
Irland,2020-02-06,0
Luxemburg,2020-02-06,0
Monaco,2020-02-06,0
Katar,2020-02-06,0
Ecuador,2020-02-06,0
Aserbaidschan,2020-02-06,0
Armenien,2020-02-06,0
Dominikanische Republik,2020-02-06,0
Indonesien,2020-02-06,0
Portugal,2020-02-06,0
Andorra,2020-02-06,0
Lettland,2020-02-06,0
Marokko,2020-02-06,0
Saudi Arabien,2020-02-06,0
Senegal,2020-02-06,0
Argentinien,2020-02-06,0
Chile,2020-02-06,0
Jordanien,2020-02-06,0
Ukraine,2020-02-06,0
Ungarn,2020-02-06,0
Liechtenstein,2020-02-06,0
Polen,2020-02-06,0
Tunesien,2020-02-06,0
Bosnien und Herzegowina,2020-02-06,0
Slowenien,2020-02-06,0
Südafrika,2020-02-06,0
Bhutan,2020-02-06,0
Kamerun,2020-02-06,0
Kolumbien,2020-02-06,0
Costa Rica,2020-02-06,0
Peru,2020-02-06,0
Serbien,2020-02-06,0
Slowakei,2020-02-06,0
Togo,2020-02-06,0
Malta,2020-02-06,0
Martinique,2020-02-06,0
Bulgarien,2020-02-06,0
Malediven,2020-02-06,0
Bangladesch,2020-02-06,0
Paraguay,2020-02-06,0
Albanien,2020-02-06,0
Zypern,2020-02-06,0
Brunei Darussalam,2020-02-06,0
Vereinigte Staaten,2020-02-06,11
Burkina Faso,2020-02-06,0
Vatikanstaat,2020-02-06,0
Mongolei,2020-02-06,0
Panama,2020-02-06,0
China,2020-02-06,30587
Iran,2020-02-06,0
Südkorea,2020-02-06,23
Frankreich,2020-02-06,6
NA,2020-02-06,0
Dänemark,2020-02-06,0
Tschechische Republik,2020-02-06,0
Taiwan,2020-02-06,16
Vietnam,2020-02-06,10
Russische Föderation,2020-02-06,2
Republik Moldau,2020-02-06,0
Bolivien,2020-02-06,0
Honduras,2020-02-06,0
Großbritannien,2020-02-06,2
Demokratische Republik Kongo,2020-02-06,0
Elfenbeinküste,2020-02-06,0
Jamaika,2020-02-06,0
Reunion,2020-02-06,0
Türkei,2020-02-06,0
Kuba,2020-02-06,0
Guyana,2020-02-06,0
Kasachstan,2020-02-06,0
Cayman Inseln,2020-02-06,0
Guadeloupe,2020-02-06,0
Äthiopien,2020-02-06,0
Sudan,2020-02-06,0
Guinea,2020-02-06,0
Aruba,2020-02-06,0
Kenia,2020-02-06,0
Antigua und Barbuda,2020-02-06,0
Uruguay,2020-02-06,0
Ghana,2020-02-06,0
Jersey,2020-02-06,0
Namibia,2020-02-06,0
Seychellen,2020-02-06,0
Trinidad und Tobago,2020-02-06,0
Venezuela,2020-02-06,0
Curacao,2020-02-06,0
Swasiland,2020-02-06,0
Gabun,2020-02-06,0
Guatemala,2020-02-06,0
Guernsey,2020-02-06,0
Mauretanien,2020-02-06,0
Ruanda,2020-02-06,0
Saint Lucia,2020-02-06,0
St. Vincent und die Grenadinen,2020-02-06,0
Surinam,2020-02-06,0
Palästina,2020-02-06,0
Kosovo,2020-02-06,0
Zentralafrikanische Republik,2020-02-06,0
Kongo,2020-02-06,0
Äquatorialguinea,2020-02-06,0
Usbekistan,2020-02-06,0
Thailand,2020-02-07,25
Japan,2020-02-07,25
Singapur,2020-02-07,30
Nepal,2020-02-07,1
Malaysia,2020-02-07,12
Kanada,2020-02-07,7
Australien,2020-02-07,15
Kambodscha,2020-02-07,1
Sri Lanka,2020-02-07,1
Deutschland,2020-02-07,13
Finnland,2020-02-07,1
Vereinigte Arabische Emirate,2020-02-07,5
Philippinen,2020-02-07,3
Indien,2020-02-07,3
Italien,2020-02-07,3
Schweden,2020-02-07,1
Spanien,2020-02-07,1
Belgien,2020-02-07,1
Ägypten,2020-02-07,0
Libanon,2020-02-07,0
Irak,2020-02-07,0
Oman,2020-02-07,0
Afghanistan,2020-02-07,0
Bahrain,2020-02-07,0
Kuwait,2020-02-07,0
Algerien,2020-02-07,0
Kroatien,2020-02-07,0
Schweiz,2020-02-07,0
Österreich,2020-02-07,0
Israel,2020-02-07,0
Pakistan,2020-02-07,0
Brasilien,2020-02-07,0
Georgien,2020-02-07,0
Griechenland,2020-02-07,0
Mazedonien,2020-02-07,0
Norwegen,2020-02-07,0
Rumänien,2020-02-07,0
Estland,2020-02-07,0
Niederlande,2020-02-07,0
San Marino,2020-02-07,0
Weißrussland,2020-02-07,0
Island,2020-02-07,0
Litauen,2020-02-07,0
Mexiko,2020-02-07,0
Neuseeland,2020-02-07,0
Nigeria,2020-02-07,0
Irland,2020-02-07,0
Luxemburg,2020-02-07,0
Monaco,2020-02-07,0
Katar,2020-02-07,0
Ecuador,2020-02-07,0
Aserbaidschan,2020-02-07,0
Armenien,2020-02-07,0
Dominikanische Republik,2020-02-07,0
Indonesien,2020-02-07,0
Portugal,2020-02-07,0
Andorra,2020-02-07,0
Lettland,2020-02-07,0
Marokko,2020-02-07,0
Saudi Arabien,2020-02-07,0
Senegal,2020-02-07,0
Argentinien,2020-02-07,0
Chile,2020-02-07,0
Jordanien,2020-02-07,0
Ukraine,2020-02-07,0
Ungarn,2020-02-07,0
Liechtenstein,2020-02-07,0
Polen,2020-02-07,0
Tunesien,2020-02-07,0
Bosnien und Herzegowina,2020-02-07,0
Slowenien,2020-02-07,0
Südafrika,2020-02-07,0
Bhutan,2020-02-07,0
Kamerun,2020-02-07,0
Kolumbien,2020-02-07,0
Costa Rica,2020-02-07,0
Peru,2020-02-07,0
Serbien,2020-02-07,0
Slowakei,2020-02-07,0
Togo,2020-02-07,0
Malta,2020-02-07,0
Martinique,2020-02-07,0
Bulgarien,2020-02-07,0
Malediven,2020-02-07,0
Bangladesch,2020-02-07,0
Paraguay,2020-02-07,0
Albanien,2020-02-07,0
Zypern,2020-02-07,0
Brunei Darussalam,2020-02-07,0
Vereinigte Staaten,2020-02-07,11
Burkina Faso,2020-02-07,0
Vatikanstaat,2020-02-07,0
Mongolei,2020-02-07,0
Panama,2020-02-07,0
China,2020-02-07,34110
Iran,2020-02-07,0
Südkorea,2020-02-07,24
Frankreich,2020-02-07,6
NA,2020-02-07,61
Dänemark,2020-02-07,0
Tschechische Republik,2020-02-07,0
Taiwan,2020-02-07,16
Vietnam,2020-02-07,10
Russische Föderation,2020-02-07,2
Republik Moldau,2020-02-07,0
Bolivien,2020-02-07,0
Honduras,2020-02-07,0
Großbritannien,2020-02-07,3
Demokratische Republik Kongo,2020-02-07,0
Elfenbeinküste,2020-02-07,0
Jamaika,2020-02-07,0
Reunion,2020-02-07,0
Türkei,2020-02-07,0
Kuba,2020-02-07,0
Guyana,2020-02-07,0
Kasachstan,2020-02-07,0
Cayman Inseln,2020-02-07,0
Guadeloupe,2020-02-07,0
Äthiopien,2020-02-07,0
Sudan,2020-02-07,0
Guinea,2020-02-07,0
Aruba,2020-02-07,0
Kenia,2020-02-07,0
Antigua und Barbuda,2020-02-07,0
Uruguay,2020-02-07,0
Ghana,2020-02-07,0
Jersey,2020-02-07,0
Namibia,2020-02-07,0
Seychellen,2020-02-07,0
Trinidad und Tobago,2020-02-07,0
Venezuela,2020-02-07,0
Curacao,2020-02-07,0
Swasiland,2020-02-07,0
Gabun,2020-02-07,0
Guatemala,2020-02-07,0
Guernsey,2020-02-07,0
Mauretanien,2020-02-07,0
Ruanda,2020-02-07,0
Saint Lucia,2020-02-07,0
St. Vincent und die Grenadinen,2020-02-07,0
Surinam,2020-02-07,0
Palästina,2020-02-07,0
Kosovo,2020-02-07,0
Zentralafrikanische Republik,2020-02-07,0
Kongo,2020-02-07,0
Äquatorialguinea,2020-02-07,0
Usbekistan,2020-02-07,0
Thailand,2020-02-08,32
Japan,2020-02-08,25
Singapur,2020-02-08,33
Nepal,2020-02-08,1
Malaysia,2020-02-08,16
Kanada,2020-02-08,7
Australien,2020-02-08,15
Kambodscha,2020-02-08,1
Sri Lanka,2020-02-08,1
Deutschland,2020-02-08,13
Finnland,2020-02-08,1
Vereinigte Arabische Emirate,2020-02-08,7
Philippinen,2020-02-08,3
Indien,2020-02-08,3
Italien,2020-02-08,3
Schweden,2020-02-08,1
Spanien,2020-02-08,1
Belgien,2020-02-08,1
Ägypten,2020-02-08,0
Libanon,2020-02-08,0
Irak,2020-02-08,0
Oman,2020-02-08,0
Afghanistan,2020-02-08,0
Bahrain,2020-02-08,0
Kuwait,2020-02-08,0
Algerien,2020-02-08,0
Kroatien,2020-02-08,0
Schweiz,2020-02-08,0
Österreich,2020-02-08,0
Israel,2020-02-08,0
Pakistan,2020-02-08,0
Brasilien,2020-02-08,0
Georgien,2020-02-08,0
Griechenland,2020-02-08,0
Mazedonien,2020-02-08,0
Norwegen,2020-02-08,0
Rumänien,2020-02-08,0
Estland,2020-02-08,0
Niederlande,2020-02-08,0
San Marino,2020-02-08,0
Weißrussland,2020-02-08,0
Island,2020-02-08,0
Litauen,2020-02-08,0
Mexiko,2020-02-08,0
Neuseeland,2020-02-08,0
Nigeria,2020-02-08,0
Irland,2020-02-08,0
Luxemburg,2020-02-08,0
Monaco,2020-02-08,0
Katar,2020-02-08,0
Ecuador,2020-02-08,0
Aserbaidschan,2020-02-08,0
Armenien,2020-02-08,0
Dominikanische Republik,2020-02-08,0
Indonesien,2020-02-08,0
Portugal,2020-02-08,0
Andorra,2020-02-08,0
Lettland,2020-02-08,0
Marokko,2020-02-08,0
Saudi Arabien,2020-02-08,0
Senegal,2020-02-08,0
Argentinien,2020-02-08,0
Chile,2020-02-08,0
Jordanien,2020-02-08,0
Ukraine,2020-02-08,0
Ungarn,2020-02-08,0
Liechtenstein,2020-02-08,0
Polen,2020-02-08,0
Tunesien,2020-02-08,0
Bosnien und Herzegowina,2020-02-08,0
Slowenien,2020-02-08,0
Südafrika,2020-02-08,0
Bhutan,2020-02-08,0
Kamerun,2020-02-08,0
Kolumbien,2020-02-08,0
Costa Rica,2020-02-08,0
Peru,2020-02-08,0
Serbien,2020-02-08,0
Slowakei,2020-02-08,0
Togo,2020-02-08,0
Malta,2020-02-08,0
Martinique,2020-02-08,0
Bulgarien,2020-02-08,0
Malediven,2020-02-08,0
Bangladesch,2020-02-08,0
Paraguay,2020-02-08,0
Albanien,2020-02-08,0
Zypern,2020-02-08,0
Brunei Darussalam,2020-02-08,0
Vereinigte Staaten,2020-02-08,11
Burkina Faso,2020-02-08,0
Vatikanstaat,2020-02-08,0
Mongolei,2020-02-08,0
Panama,2020-02-08,0
China,2020-02-08,36814
Iran,2020-02-08,0
Südkorea,2020-02-08,24
Frankreich,2020-02-08,11
NA,2020-02-08,61
Dänemark,2020-02-08,0
Tschechische Republik,2020-02-08,0
Taiwan,2020-02-08,17
Vietnam,2020-02-08,13
Russische Föderation,2020-02-08,2
Republik Moldau,2020-02-08,0
Bolivien,2020-02-08,0
Honduras,2020-02-08,0
Großbritannien,2020-02-08,3
Demokratische Republik Kongo,2020-02-08,0
Elfenbeinküste,2020-02-08,0
Jamaika,2020-02-08,0
Reunion,2020-02-08,0
Türkei,2020-02-08,0
Kuba,2020-02-08,0
Guyana,2020-02-08,0
Kasachstan,2020-02-08,0
Cayman Inseln,2020-02-08,0
Guadeloupe,2020-02-08,0
Äthiopien,2020-02-08,0
Sudan,2020-02-08,0
Guinea,2020-02-08,0
Aruba,2020-02-08,0
Kenia,2020-02-08,0
Antigua und Barbuda,2020-02-08,0
Uruguay,2020-02-08,0
Ghana,2020-02-08,0
Jersey,2020-02-08,0
Namibia,2020-02-08,0
Seychellen,2020-02-08,0
Trinidad und Tobago,2020-02-08,0
Venezuela,2020-02-08,0
Curacao,2020-02-08,0
Swasiland,2020-02-08,0
Gabun,2020-02-08,0
Guatemala,2020-02-08,0
Guernsey,2020-02-08,0
Mauretanien,2020-02-08,0
Ruanda,2020-02-08,0
Saint Lucia,2020-02-08,0
St. Vincent und die Grenadinen,2020-02-08,0
Surinam,2020-02-08,0
Palästina,2020-02-08,0
Kosovo,2020-02-08,0
Zentralafrikanische Republik,2020-02-08,0
Kongo,2020-02-08,0
Äquatorialguinea,2020-02-08,0
Usbekistan,2020-02-08,0
Thailand,2020-02-09,32
Japan,2020-02-09,26
Singapur,2020-02-09,40
Nepal,2020-02-09,1
Malaysia,2020-02-09,16
Kanada,2020-02-09,7
Australien,2020-02-09,15
Kambodscha,2020-02-09,1
Sri Lanka,2020-02-09,1
Deutschland,2020-02-09,14
Finnland,2020-02-09,1
Vereinigte Arabische Emirate,2020-02-09,7
Philippinen,2020-02-09,3
Indien,2020-02-09,3
Italien,2020-02-09,3
Schweden,2020-02-09,1
Spanien,2020-02-09,2
Belgien,2020-02-09,1
Ägypten,2020-02-09,0
Libanon,2020-02-09,0
Irak,2020-02-09,0
Oman,2020-02-09,0
Afghanistan,2020-02-09,0
Bahrain,2020-02-09,0
Kuwait,2020-02-09,0
Algerien,2020-02-09,0
Kroatien,2020-02-09,0
Schweiz,2020-02-09,0
Österreich,2020-02-09,0
Israel,2020-02-09,0
Pakistan,2020-02-09,0
Brasilien,2020-02-09,0
Georgien,2020-02-09,0
Griechenland,2020-02-09,0
Mazedonien,2020-02-09,0
Norwegen,2020-02-09,0
Rumänien,2020-02-09,0
Estland,2020-02-09,0
Niederlande,2020-02-09,0
San Marino,2020-02-09,0
Weißrussland,2020-02-09,0
Island,2020-02-09,0
Litauen,2020-02-09,0
Mexiko,2020-02-09,0
Neuseeland,2020-02-09,0
Nigeria,2020-02-09,0
Irland,2020-02-09,0
Luxemburg,2020-02-09,0
Monaco,2020-02-09,0
Katar,2020-02-09,0
Ecuador,2020-02-09,0
Aserbaidschan,2020-02-09,0
Armenien,2020-02-09,0
Dominikanische Republik,2020-02-09,0
Indonesien,2020-02-09,0
Portugal,2020-02-09,0
Andorra,2020-02-09,0
Lettland,2020-02-09,0
Marokko,2020-02-09,0
Saudi Arabien,2020-02-09,0
Senegal,2020-02-09,0
Argentinien,2020-02-09,0
Chile,2020-02-09,0
Jordanien,2020-02-09,0
Ukraine,2020-02-09,0
Ungarn,2020-02-09,0
Liechtenstein,2020-02-09,0
Polen,2020-02-09,0
Tunesien,2020-02-09,0
Bosnien und Herzegowina,2020-02-09,0
Slowenien,2020-02-09,0
Südafrika,2020-02-09,0
Bhutan,2020-02-09,0
Kamerun,2020-02-09,0
Kolumbien,2020-02-09,0
Costa Rica,2020-02-09,0
Peru,2020-02-09,0
Serbien,2020-02-09,0
Slowakei,2020-02-09,0
Togo,2020-02-09,0
Malta,2020-02-09,0
Martinique,2020-02-09,0
Bulgarien,2020-02-09,0
Malediven,2020-02-09,0
Bangladesch,2020-02-09,0
Paraguay,2020-02-09,0
Albanien,2020-02-09,0
Zypern,2020-02-09,0
Brunei Darussalam,2020-02-09,0
Vereinigte Staaten,2020-02-09,11
Burkina Faso,2020-02-09,0
Vatikanstaat,2020-02-09,0
Mongolei,2020-02-09,0
Panama,2020-02-09,0
China,2020-02-09,39829
Iran,2020-02-09,0
Südkorea,2020-02-09,25
Frankreich,2020-02-09,11
NA,2020-02-09,64
Dänemark,2020-02-09,0
Tschechische Republik,2020-02-09,0
Taiwan,2020-02-09,18
Vietnam,2020-02-09,13
Russische Föderation,2020-02-09,2
Republik Moldau,2020-02-09,0
Bolivien,2020-02-09,0
Honduras,2020-02-09,0
Großbritannien,2020-02-09,3
Demokratische Republik Kongo,2020-02-09,0
Elfenbeinküste,2020-02-09,0
Jamaika,2020-02-09,0
Reunion,2020-02-09,0
Türkei,2020-02-09,0
Kuba,2020-02-09,0
Guyana,2020-02-09,0
Kasachstan,2020-02-09,0
Cayman Inseln,2020-02-09,0
Guadeloupe,2020-02-09,0
Äthiopien,2020-02-09,0
Sudan,2020-02-09,0
Guinea,2020-02-09,0
Aruba,2020-02-09,0
Kenia,2020-02-09,0
Antigua und Barbuda,2020-02-09,0
Uruguay,2020-02-09,0
Ghana,2020-02-09,0
Jersey,2020-02-09,0
Namibia,2020-02-09,0
Seychellen,2020-02-09,0
Trinidad und Tobago,2020-02-09,0
Venezuela,2020-02-09,0
Curacao,2020-02-09,0
Swasiland,2020-02-09,0
Gabun,2020-02-09,0
Guatemala,2020-02-09,0
Guernsey,2020-02-09,0
Mauretanien,2020-02-09,0
Ruanda,2020-02-09,0
Saint Lucia,2020-02-09,0
St. Vincent und die Grenadinen,2020-02-09,0
Surinam,2020-02-09,0
Palästina,2020-02-09,0
Kosovo,2020-02-09,0
Zentralafrikanische Republik,2020-02-09,0
Kongo,2020-02-09,0
Äquatorialguinea,2020-02-09,0
Usbekistan,2020-02-09,0
Thailand,2020-02-10,32
Japan,2020-02-10,26
Singapur,2020-02-10,45
Nepal,2020-02-10,1
Malaysia,2020-02-10,18
Kanada,2020-02-10,7
Australien,2020-02-10,15
Kambodscha,2020-02-10,1
Sri Lanka,2020-02-10,1
Deutschland,2020-02-10,14
Finnland,2020-02-10,1
Vereinigte Arabische Emirate,2020-02-10,8
Philippinen,2020-02-10,3
Indien,2020-02-10,3
Italien,2020-02-10,3
Schweden,2020-02-10,1
Spanien,2020-02-10,2
Belgien,2020-02-10,1
Ägypten,2020-02-10,0
Libanon,2020-02-10,0
Irak,2020-02-10,0
Oman,2020-02-10,0
Afghanistan,2020-02-10,0
Bahrain,2020-02-10,0
Kuwait,2020-02-10,0
Algerien,2020-02-10,0
Kroatien,2020-02-10,0
Schweiz,2020-02-10,0
Österreich,2020-02-10,0
Israel,2020-02-10,0
Pakistan,2020-02-10,0
Brasilien,2020-02-10,0
Georgien,2020-02-10,0
Griechenland,2020-02-10,0
Mazedonien,2020-02-10,0
Norwegen,2020-02-10,0
Rumänien,2020-02-10,0
Estland,2020-02-10,0
Niederlande,2020-02-10,0
San Marino,2020-02-10,0
Weißrussland,2020-02-10,0
Island,2020-02-10,0
Litauen,2020-02-10,0
Mexiko,2020-02-10,0
Neuseeland,2020-02-10,0
Nigeria,2020-02-10,0
Irland,2020-02-10,0
Luxemburg,2020-02-10,0
Monaco,2020-02-10,0
Katar,2020-02-10,0
Ecuador,2020-02-10,0
Aserbaidschan,2020-02-10,0
Armenien,2020-02-10,0
Dominikanische Republik,2020-02-10,0
Indonesien,2020-02-10,0
Portugal,2020-02-10,0
Andorra,2020-02-10,0
Lettland,2020-02-10,0
Marokko,2020-02-10,0
Saudi Arabien,2020-02-10,0
Senegal,2020-02-10,0
Argentinien,2020-02-10,0
Chile,2020-02-10,0
Jordanien,2020-02-10,0
Ukraine,2020-02-10,0
Ungarn,2020-02-10,0
Liechtenstein,2020-02-10,0
Polen,2020-02-10,0
Tunesien,2020-02-10,0
Bosnien und Herzegowina,2020-02-10,0
Slowenien,2020-02-10,0
Südafrika,2020-02-10,0
Bhutan,2020-02-10,0
Kamerun,2020-02-10,0
Kolumbien,2020-02-10,0
Costa Rica,2020-02-10,0
Peru,2020-02-10,0
Serbien,2020-02-10,0
Slowakei,2020-02-10,0
Togo,2020-02-10,0
Malta,2020-02-10,0
Martinique,2020-02-10,0
Bulgarien,2020-02-10,0
Malediven,2020-02-10,0
Bangladesch,2020-02-10,0
Paraguay,2020-02-10,0
Albanien,2020-02-10,0
Zypern,2020-02-10,0
Brunei Darussalam,2020-02-10,0
Vereinigte Staaten,2020-02-10,11
Burkina Faso,2020-02-10,0
Vatikanstaat,2020-02-10,0
Mongolei,2020-02-10,0
Panama,2020-02-10,0
China,2020-02-10,42354
Iran,2020-02-10,0
Südkorea,2020-02-10,27
Frankreich,2020-02-10,11
NA,2020-02-10,135
Dänemark,2020-02-10,0
Tschechische Republik,2020-02-10,0
Taiwan,2020-02-10,18
Vietnam,2020-02-10,14
Russische Föderation,2020-02-10,2
Republik Moldau,2020-02-10,0
Bolivien,2020-02-10,0
Honduras,2020-02-10,0
Großbritannien,2020-02-10,8
Demokratische Republik Kongo,2020-02-10,0
Elfenbeinküste,2020-02-10,0
Jamaika,2020-02-10,0
Reunion,2020-02-10,0
Türkei,2020-02-10,0
Kuba,2020-02-10,0
Guyana,2020-02-10,0
Kasachstan,2020-02-10,0
Cayman Inseln,2020-02-10,0
Guadeloupe,2020-02-10,0
Äthiopien,2020-02-10,0
Sudan,2020-02-10,0
Guinea,2020-02-10,0
Aruba,2020-02-10,0
Kenia,2020-02-10,0
Antigua und Barbuda,2020-02-10,0
Uruguay,2020-02-10,0
Ghana,2020-02-10,0
Jersey,2020-02-10,0
Namibia,2020-02-10,0
Seychellen,2020-02-10,0
Trinidad und Tobago,2020-02-10,0
Venezuela,2020-02-10,0
Curacao,2020-02-10,0
Swasiland,2020-02-10,0
Gabun,2020-02-10,0
Guatemala,2020-02-10,0
Guernsey,2020-02-10,0
Mauretanien,2020-02-10,0
Ruanda,2020-02-10,0
Saint Lucia,2020-02-10,0
